,Value
36922,10/217
36923,248/654
36924,3/685
36925,128/46
36926,76/3
36927,947/21
36928,2/78
36929,31/309
36930,71/800
36931,1/79
36932,193/663
36933,8/35
36934,64/7
36935,45/534
36936,48/50
36937,44/650
36938,60/57
36939,73/52
36940,3/657
36941,34/7
36942,481/58
36943,861/2
36944,84/6
36945,164/199
36946,7/4
36947,959/291
36948,51/249
36949,987/7
36950,991/8
36951,9/2
36952,7/317
36953,619/82
36954,7/299
36955,91/690
36956,175/39
36957,87/45
36958,730/35
36959,495/12
36960,691/68
36961,8/351
36962,1/85
36963,2/1
36964,98/34
36965,83/339
36966,734/6
36967,3/595
36968,4/97
36969,481/562
36970,28/72
36971,3/1
36972,154/84
36973,96/78
36974,617/39
36975,926/591
36976,96/73
36977,56/124
36978,7/82
36979,979/451
36980,1/6
36981,645/8
36982,18/7
36983,3/575
36984,17/645
36985,9/8
36986,773/7
36987,700/1
36988,906/39
36989,664/736
36990,43/5
36991,6/5
36992,841/129
36993,67/19
36994,653/5
36995,15/7
36996,30/3
36997,588/8
36998,993/8
36999,58/2
37000,186/629
37001,9/86
37002,56/1
37003,62/22
37004,1/1
37005,17/36
37006,692/264
37007,75/3
37008,3/74
37009,8/7
37010,857/758
37011,816/96
37012,697/4
37013,7/6
37014,91/308
37015,94/105
37016,5/749
37017,7/157
37018,2/20
37019,6/132
37020,9/67
37021,471/822
37022,643/9
37023,630/3
37024,3/887
37025,739/48
37026,50/77
37027,345/67
37028,548/37
37029,529/314
37030,224/472
37031,74/4
37032,5/563
37033,28/11
37034,9/220
37035,298/97
37036,507/323
37037,3/7
37038,545/6
37039,64/864
37040,6/942
37041,64/878
37042,44/407
37043,530/68
37044,358/629
37045,5/2
37046,88/7
37047,6/8
37048,102/933
37049,32/662
37050,8/5
37051,7/57
37052,531/148
37053,562/7
37054,4/84
37055,78/76
37056,7/246
37057,23/32
37058,5/6
37059,6/795
37060,1/44
37061,46/3
37062,7/901
37063,17/26
37064,913/3
37065,347/9
37066,975/480
37067,2/8
37068,282/7
37069,4/8
37070,4/61
37071,8/408
37072,558/87
37073,148/33
37074,3/972
37075,15/41
37076,8/99
37077,10/52
37078,490/9
37079,428/22
37080,902/8
37081,441/813
37082,566/9
37083,4/124
37084,2/200
37085,7/34
37086,124/36
37087,3/639
37088,842/99
37089,7/8
37090,3/541
37091,6/890
37092,105/4
37093,17/2
37094,21/98
37095,448/5
37096,79/375
37097,18/4
37098,513/3
37099,3/93
37100,6/55
37101,117/846
37102,96/61
37103,2/4
37104,7/4
37105,94/551
37106,73/1
37107,55/659
37108,705/19
37109,84/833
37110,9/895
37111,6/942
37112,91/134
37113,601/520
37114,13/8
37115,5/4
37116,797/102
37117,23/3
37118,95/304
37119,898/8
37120,49/95
37121,11/11
37122,5/9
37123,6/7
37124,238/20
37125,9/732
37126,50/35
37127,1/35
37128,80/7
37129,93/60
37130,90/61
37131,8/77
37132,45/2
37133,5/2
37134,2/5
37135,67/2
37136,6/516
37137,6/10
37138,10/593
37139,780/6
37140,310/250
37141,7/58
37142,240/18
37143,9/8
37144,288/705
37145,1/9
37146,7/3
37147,298/628
37148,55/327
37149,5/13
37150,3/504
37151,229/7
37152,308/90
37153,537/95
37154,139/715
37155,18/6
37156,9/4
37157,564/64
37158,2/24
37159,275/973
37160,9/18
37161,2/4
37162,58/398
37163,1/405
37164,8/512
37165,9/2
37166,5/81
37167,804/36
37168,66/510
37169,67/91
37170,38/286
37171,18/834
37172,305/253
37173,82/346
37174,59/205
37175,9/6
37176,29/2
37177,704/90
37178,3/8
37179,541/9
37180,1/37
37181,478/930
37182,386/843
37183,392/27
37184,97/1
37185,73/202
37186,716/28
37187,276/3
37188,17/78
37189,36/468
37190,20/7
37191,5/524
37192,37/5
37193,304/53
37194,2/3
37195,6/6
37196,544/879
37197,6/537
37198,1/1
37199,57/2
37200,62/7
37201,557/7
37202,265/799
37203,996/3
37204,859/265
37205,2/3
37206,68/16
37207,74/49
37208,62/9
37209,34/8
37210,4/5
37211,123/6
37212,824/73
37213,1/5
37214,52/46
37215,4/2
37216,72/627
37217,8/32
37218,2/485
37219,32/21
37220,581/6
37221,47/91
37222,687/8
37223,35/766
37224,50/55
37225,96/3
37226,191/305
37227,95/21
37228,417/5
37229,156/18
37230,84/647
37231,74/403
37232,1/301
37233,145/279
37234,1/3
37235,1/659
37236,2/714
37237,611/83
37238,1/520
37239,802/5
37240,88/704
37241,5/2
37242,68/594
37243,413/7
37244,926/91
37245,24/564
37246,64/8
37247,492/798
37248,69/6
37249,7/91
37250,2/101
37251,141/90
37252,58/32
37253,197/94
37254,322/16
37255,62/152
37256,556/12
37257,79/71
37258,835/9
37259,8/414
37260,13/92
37261,900/9
37262,35/9
37263,72/97
37264,2/9
37265,403/8
37266,319/804
37267,473/95
37268,2/401
37269,796/13
37270,8/8
37271,63/83
37272,4/36
37273,216/3
37274,115/3
37275,83/3
37276,55/9
37277,3/3
37278,8/93
37279,41/26
37280,140/22
37281,16/839
37282,21/4
37283,3/6
37284,52/796
37285,10/362
37286,2/868
37287,31/383
37288,37/69
37289,89/24
37290,8/24
37291,24/23
37292,28/918
37293,6/773
37294,4/8
37295,444/97
37296,12/91
37297,10/692
37298,14/71
37299,256/93
37300,91/2
37301,6/6
37302,426/2
37303,43/48
37304,539/53
37305,3/2
37306,5/60
37307,1/413
37308,709/9
37309,167/3
37310,5/8
37311,4/2
37312,3/877
37313,24/26
37314,70/977
37315,4/4
37316,974/8
37317,289/96
37318,6/147
37319,787/4
37320,10/293
37321,61/3
37322,57/226
37323,4/4
37324,93/786
37325,1/8
37326,68/22
37327,29/79
37328,82/12
37329,363/8
37330,938/4
37331,6/496
37332,65/23
37333,66/27
37334,290/4
37335,5/56
37336,277/374
37337,4/306
37338,500/8
37339,84/88
37340,148/54
37341,57/6
37342,11/340
37343,6/93
37344,94/145
37345,97/9
37346,920/60
37347,6/72
37348,2/1
37349,9/1
37350,4/12
37351,650/90
37352,164/429
37353,4/628
37354,902/555
37355,2/6
37356,56/382
37357,603/36
37358,296/948
37359,263/1
37360,56/1
37361,5/50
37362,651/6
37363,749/48
37364,252/72
37365,3/2
37366,192/51
37367,501/5
37368,66/99
37369,81/59
37370,374/69
37371,462/803
37372,89/775
37373,210/18
37374,1/9
37375,8/612
37376,22/5
37377,815/51
37378,4/63
37379,801/7
37380,946/9
37381,8/1
37382,398/9
37383,788/1
37384,2/5
37385,554/60
37386,58/481
37387,450/85
37388,51/20
37389,7/465
37390,2/1
37391,4/6
37392,6/83
37393,26/75
37394,29/5
37395,29/4
37396,760/482
37397,4/7
37398,34/80
37399,2/1
37400,80/864
37401,928/268
37402,3/46
37403,6/76
37404,489/976
37405,87/11
37406,791/4
37407,15/19
37408,602/133
37409,961/364
37410,427/88
37411,8/4
37412,799/34
37413,401/5
37414,662/82
37415,735/6
37416,521/5
37417,533/7
37418,984/3
37419,9/547
37420,5/9
37421,22/8
37422,58/555
37423,466/22
37424,40/143
37425,6/903
37426,9/723
37427,99/83
37428,93/1
37429,63/5
37430,357/84
37431,18/1
37432,80/513
37433,60/324
37434,96/84
37435,2/160
37436,2/54
37437,133/143
37438,431/9
37439,94/161
37440,628/169
37441,74/413
37442,257/69
37443,439/95
37444,60/78
37445,80/7
37446,3/244
37447,4/25
37448,982/9
37449,35/70
37450,84/7
37451,5/9
37452,6/7
37453,64/132
37454,198/50
37455,77/74
37456,86/80
37457,37/7
37458,5/5
37459,90/442
37460,2/6
37461,188/5
37462,1/49
37463,121/14
37464,949/186
37465,60/33
37466,2/40
37467,410/8
37468,59/749
37469,188/836
37470,296/682
37471,42/2
37472,344/6
37473,9/27
37474,9/17
37475,31/396
37476,26/8
37477,267/3
37478,478/26
37479,4/10
37480,929/82
37481,44/8
37482,85/659
37483,59/561
37484,8/41
37485,14/5
37486,891/719
37487,136/613
37488,509/2
37489,489/7
37490,6/53
37491,4/227
37492,898/1
37493,871/849
37494,5/3
37495,366/8
37496,62/42
37497,1/567
37498,613/7
37499,926/5
37500,95/50
37501,17/2
37502,710/41
37503,2/30
37504,8/2
37505,4/26
37506,78/8
37507,203/966
37508,548/2
37509,971/63
37510,2/81
37511,18/9
37512,5/440
37513,8/47
37514,61/2
37515,290/131
37516,321/372
37517,3/14
37518,7/26
37519,5/45
37520,37/5
37521,322/1
37522,820/385
37523,67/10
37524,6/11
37525,2/829
37526,7/4
37527,8/185
37528,467/338
37529,12/895
37530,544/7
37531,6/699
37532,84/8
37533,5/4
37534,889/4
37535,589/69
37536,267/6
37537,2/11
37538,33/5
37539,675/62
37540,281/19
37541,30/81
37542,1/6
37543,3/991
37544,903/661
37545,41/892
37546,7/64
37547,432/200
37548,6/7
37549,6/2
37550,3/9
37551,486/4
37552,547/835
37553,25/2
37554,8/31
37555,762/4
37556,570/89
37557,79/8
37558,96/788
37559,423/2
37560,75/836
37561,6/7
37562,48/4
37563,31/50
37564,61/42
37565,60/6
37566,92/333
37567,792/5
37568,998/85
37569,8/5
37570,109/67
37571,77/96
37572,24/7
37573,411/2
37574,840/895
37575,6/4
37576,280/8
37577,569/707
37578,807/796
37579,9/985
37580,54/218
37581,28/200
37582,770/423
37583,1/401
37584,700/485
37585,35/9
37586,651/84
37587,6/9
37588,779/38
37589,129/9
37590,79/559
37591,365/702
37592,5/6
37593,17/199
37594,70/9
37595,136/178
37596,2/45
37597,8/1
37598,83/86
37599,53/335
37600,944/868
37601,77/7
37602,233/378
37603,2/618
37604,268/4
37605,48/463
37606,154/78
37607,55/5
37608,17/76
37609,3/330
37610,7/78
37611,20/5
37612,4/8
37613,848/613
37614,443/97
37615,637/146
37616,547/634
37617,4/4
37618,684/616
37619,96/9
37620,16/54
37621,94/6
37622,143/29
37623,7/742
37624,99/8
37625,879/19
37626,20/765
37627,274/80
37628,2/359
37629,601/242
37630,548/83
37631,6/76
37632,846/6
37633,343/9
37634,6/9
37635,87/98
37636,94/65
37637,37/991
37638,361/37
37639,4/6
37640,52/946
37641,899/785
37642,681/94
37643,5/490
37644,730/60
37645,521/6
37646,708/56
37647,2/273
37648,44/513
37649,25/8
37650,510/954
37651,69/30
37652,64/6
37653,7/4
37654,4/6
37655,373/6
37656,6/2
37657,648/73
37658,87/95
37659,151/101
37660,656/2
37661,2/891
37662,149/7
37663,304/437
37664,29/9
37665,354/12
37666,89/57
37667,6/337
37668,88/7
37669,44/48
37670,352/5
37671,47/21
37672,9/65
37673,496/462
37674,740/34
37675,833/72
37676,79/7
37677,14/31
37678,6/539
37679,197/4
37680,156/5
37681,986/424
37682,942/218
37683,32/52
37684,78/36
37685,1/8
37686,276/8
37687,172/675
37688,187/8
37689,25/5
37690,17/564
37691,7/847
37692,917/283
37693,1/658
37694,841/5
37695,5/21
37696,172/121
37697,729/60
37698,653/82
37699,939/713
37700,8/60
37701,3/95
37702,789/710
37703,4/5
37704,25/752
37705,672/12
37706,775/66
37707,793/53
37708,45/66
37709,9/7
37710,42/400
37711,564/51
37712,7/50
37713,73/9
37714,745/28
37715,112/1
37716,3/36
37717,402/44
37718,2/78
37719,30/130
37720,79/5
37721,4/555
37722,229/15
37723,4/71
37724,590/8
37725,2/7
37726,2/58
37727,69/403
37728,154/459
37729,6/30
37730,4/770
37731,60/63
37732,171/2
37733,50/9
37734,91/72
37735,6/9
37736,5/12
37737,48/94
37738,5/3
37739,1/50
37740,9/342
37741,67/5
37742,488/31
37743,3/5
37744,3/4
37745,91/5
37746,22/160
37747,9/62
37748,7/85
37749,18/767
37750,645/25
37751,99/9
37752,59/552
37753,97/9
37754,43/6
37755,1/9
37756,42/7
37757,57/256
37758,698/1
37759,462/1
37760,2/6
37761,8/2
37762,3/2
37763,9/23
37764,90/7
37765,75/1
37766,8/93
37767,8/6
37768,454/6
37769,93/214
37770,58/179
37771,89/303
37772,600/9
37773,14/92
37774,6/8
37775,367/2
37776,8/2
37777,14/603
37778,79/2
37779,36/57
37780,578/259
37781,2/11
37782,715/488
37783,7/4
37784,135/51
37785,8/193
37786,31/8
37787,55/5
37788,9/642
37789,7/426
37790,7/380
37791,754/76
37792,492/8
37793,811/80
37794,1/93
37795,617/8
37796,712/6
37797,96/580
37798,173/861
37799,8/76
37800,9/5
37801,39/9
37802,3/506
37803,79/645
37804,7/51
37805,8/2
37806,2/998
37807,95/37
37808,83/1
37809,7/4
37810,999/849
37811,778/76
37812,1/9
37813,94/33
37814,20/9
37815,483/1
37816,1/92
37817,812/501
37818,11/343
37819,997/92
37820,886/7
37821,84/934
37822,58/876
37823,36/2
37824,92/90
37825,10/395
37826,8/512
37827,9/188
37828,5/4
37829,7/11
37830,397/592
37831,633/74
37832,945/547
37833,339/18
37834,74/42
37835,4/8
37836,16/5
37837,837/25
37838,254/4
37839,3/45
37840,282/940
37841,90/959
37842,11/3
37843,43/65
37844,4/66
37845,1/951
37846,397/9
37847,29/32
37848,22/5
37849,91/74
37850,344/84
37851,633/5
37852,5/9
37853,4/2
37854,6/8
37855,3/8
37856,866/65
37857,72/6
37858,3/78
37859,86/4
37860,243/7
37861,765/27
37862,244/68
37863,9/33
37864,832/9
37865,6/4
37866,929/19
37867,534/552
37868,96/5
37869,81/6
37870,1/308
37871,79/206
37872,3/6
37873,702/2
37874,49/1
37875,984/92
37876,50/5
37877,5/310
37878,4/7
37879,7/96
37880,428/70
37881,8/291
37882,87/93
37883,4/346
37884,894/74
37885,9/109
37886,305/562
37887,1/1
37888,662/431
37889,84/51
37890,9/224
37891,435/78
37892,19/305
37893,814/4
37894,59/4
37895,803/886
37896,2/254
37897,60/8
37898,78/510
37899,7/8
37900,135/932
37901,15/7
37902,803/736
37903,6/78
37904,5/278
37905,6/183
37906,120/2
37907,172/9
37908,5/52
37909,394/469
37910,13/976
37911,4/2
37912,23/94
37913,66/5
37914,440/3
37915,13/96
37916,326/8
37917,670/5
37918,68/520
37919,465/155
37920,264/908
37921,11/304
37922,807/137
37923,417/51
37924,964/770
37925,32/64
37926,779/5
37927,5/5
37928,9/7
37929,315/1
37930,23/739
37931,67/8
37932,609/950
37933,5/70
37934,267/557
37935,456/515
37936,9/660
37937,948/57
37938,80/928
37939,560/97
37940,74/558
37941,5/33
37942,31/4
37943,26/39
37944,1/8
37945,4/1
37946,85/5
37947,8/14
37948,2/387
37949,10/76
37950,52/23
37951,9/776
37952,81/21
37953,6/5
37954,74/607
37955,8/79
37956,546/43
37957,870/658
37958,4/711
37959,37/5
37960,6/2
37961,9/24
37962,994/124
37963,19/59
37964,483/4
37965,5/1
37966,64/287
37967,7/28
37968,48/131
37969,22/96
37970,1/53
37971,6/578
37972,12/3
37973,376/491
37974,491/314
37975,9/6
37976,43/148
37977,63/5
37978,7/63
37979,9/345
37980,9/5
37981,99/863
37982,34/103
37983,599/940
37984,8/6
37985,110/312
37986,39/7
37987,37/29
37988,51/229
37989,68/22
37990,3/870
37991,370/8
37992,5/3
37993,271/953
37994,38/3
37995,4/59
37996,5/3
37997,13/746
37998,6/2
37999,52/135
38000,336/3
38001,92/471
38002,737/3
38003,2/50
38004,20/2
38005,1/102
38006,94/2
38007,33/545
38008,98/9
38009,292/697
38010,90/68
38011,1/839
38012,9/170
38013,4/729
38014,319/334
38015,26/1
38016,29/243
38017,5/1
38018,975/684
38019,50/24
38020,73/9
38021,8/9
38022,401/14
38023,47/9
38024,6/58
38025,782/6
38026,102/941
38027,6/30
38028,4/43
38029,5/61
38030,82/2
38031,96/31
38032,89/442
38033,758/402
38034,5/475
38035,338/950
38036,6/13
38037,5/6
38038,70/4
38039,4/7
38040,734/7
38041,65/8
38042,79/21
38043,603/18
38044,96/6
38045,484/70
38046,35/4
38047,962/628
38048,4/284
38049,7/5
38050,598/91
38051,926/8
38052,6/13
38053,640/75
38054,7/803
38055,4/3
38056,3/72
38057,62/179
38058,721/2
38059,4/9
38060,8/61
38061,432/667
38062,5/7
38063,6/1
38064,2/1
38065,4/66
38066,7/5
38067,6/6
38068,26/9
38069,23/26
38070,46/689
38071,770/26
38072,9/88
38073,9/402
38074,725/40
38075,2/24
38076,959/5
38077,58/794
38078,19/18
38079,18/36
38080,52/77
38081,485/166
38082,244/44
38083,3/27
38084,79/922
38085,902/90
38086,22/783
38087,96/3
38088,834/11
38089,71/88
38090,626/67
38091,209/517
38092,1/896
38093,533/6
38094,6/813
38095,92/228
38096,956/4
38097,381/94
38098,94/8
38099,132/454
38100,2/9
38101,24/830
38102,6/7
38103,77/39
38104,8/716
38105,5/280
38106,4/41
38107,8/446
38108,69/3
38109,1/806
38110,85/73
38111,49/52
38112,5/20
38113,3/4
38114,23/3
38115,91/21
38116,178/23
38117,73/108
38118,634/193
38119,1/6
38120,38/1
38121,4/46
38122,6/209
38123,3/944
38124,64/768
38125,918/770
38126,273/57
38127,8/1
38128,92/5
38129,398/1
38130,56/3
38131,723/215
38132,735/10
38133,585/808
38134,7/518
38135,2/152
38136,5/20
38137,86/99
38138,326/29
38139,619/54
38140,609/782
38141,3/6
38142,1/230
38143,941/6
38144,29/253
38145,68/90
38146,42/934
38147,911/436
38148,82/87
38149,381/84
38150,69/6
38151,65/92
38152,94/76
38153,187/328
38154,501/1
38155,3/6
38156,1/38
38157,8/3
38158,15/442
38159,6/141
38160,924/14
38161,443/3
38162,43/19
38163,2/4
38164,32/3
38165,26/6
38166,81/63
38167,466/895
38168,6/3
38169,83/3
38170,3/25
38171,17/85
38172,8/58
38173,6/44
38174,6/4
38175,566/9
38176,449/6
38177,6/853
38178,43/6
38179,5/5
38180,7/5
38181,6/4
38182,31/310
38183,15/3
38184,6/6
38185,965/263
38186,6/1
38187,8/34
38188,1/8
38189,32/150
38190,799/62
38191,5/51
38192,78/7
38193,9/90
38194,3/3
38195,93/879
38196,50/332
38197,78/7
38198,580/31
38199,8/286
38200,858/2
38201,6/42
38202,3/29
38203,59/7
38204,7/46
38205,908/174
38206,9/6
38207,8/22
38208,633/7
38209,93/7
38210,54/879
38211,907/1
38212,66/546
38213,184/8
38214,615/604
38215,23/484
38216,5/22
38217,2/1
38218,9/76
38219,764/4
38220,462/18
38221,290/261
38222,925/534
38223,636/24
38224,6/4
38225,87/538
38226,358/15
38227,2/4
38228,45/2
38229,578/281
38230,6/226
38231,175/3
38232,589/206
38233,50/377
38234,3/450
38235,66/5
38236,4/84
38237,6/491
38238,31/5
38239,2/429
38240,594/348
38241,709/183
38242,51/7
38243,7/46
38244,2/6
38245,29/44
38246,9/34
38247,65/953
38248,60/25
38249,7/71
38250,969/657
38251,3/257
38252,290/28
38253,54/91
38254,766/831
38255,210/6
38256,4/202
38257,674/8
38258,534/36
38259,447/966
38260,24/4
38261,52/72
38262,785/99
38263,996/6
38264,18/303
38265,2/506
38266,55/423
38267,526/6
38268,48/9
38269,83/17
38270,40/219
38271,898/26
38272,4/35
38273,4/22
38274,695/8
38275,864/3
38276,1/241
38277,5/4
38278,957/29
38279,885/584
38280,47/819
38281,16/5
38282,5/69
38283,7/771
38284,39/786
38285,3/85
38286,37/1
38287,4/5
38288,56/216
38289,6/204
38290,3/2
38291,771/37
38292,724/7
38293,838/41
38294,7/750
38295,529/2
38296,6/25
38297,28/95
38298,5/2
38299,16/88
38300,2/996
38301,6/176
38302,84/65
38303,276/70
38304,33/72
38305,249/556
38306,611/76
38307,82/104
38308,9/1
38309,22/99
38310,3/40
38311,768/3
38312,636/613
38313,915/583
38314,85/9
38315,82/74
38316,33/940
38317,274/370
38318,28/139
38319,295/70
38320,5/57
38321,910/37
38322,84/7
38323,411/87
38324,8/404
38325,99/1
38326,903/4
38327,507/8
38328,397/22
38329,9/47
38330,931/374
38331,2/4
38332,7/438
38333,531/8
38334,619/608
38335,862/94
38336,24/3
38337,44/703
38338,278/6
38339,9/2
38340,62/677
38341,5/42
38342,882/439
38343,39/44
38344,515/9
38345,8/44
38346,7/37
38347,26/969
38348,86/20
38349,63/74
38350,741/342
38351,56/2
38352,5/645
38353,6/52
38354,946/44
38355,844/34
38356,89/8
38357,7/5
38358,2/8
38359,226/81
38360,7/3
38361,1/8
38362,48/46
38363,2/3
38364,1/64
38365,208/706
38366,94/55
38367,170/9
38368,59/90
38369,6/489
38370,297/13
38371,2/6
38372,3/73
38373,1/27
38374,9/54
38375,5/7
38376,268/390
38377,3/3
38378,799/443
38379,500/3
